datetime,open,high,low,close,volume
2025-10-04 21:45:00,3890.26,3890.27,3890.18,3890.18,0
2025-10-04 22:00:00,3890.18,3890.94,3888.83,3890.59,0
2025-10-04 22:15:00,3890.59,3890.64,3889.66,3889.66,0
2025-10-04 22:30:00,3889.66,3900.72,3889.66,3895.0,0
2025-10-04 22:45:00,3895.0,3895.79,3895.0,3895.0,0
2025-10-04 23:00:00,3895.01,3896.09,3895.0,3895.0,0
2025-10-04 23:15:00,3895.0,3895.49,3895.0,3895.49,0
2025-10-04 23:30:00,3895.48,3895.49,3895.0,3895.0,0
2025-10-04 23:45:00,3895.0,3895.01,3890.58,3893.47,0
2025-10-06 08:45:00,3891.88,3894.2,3891.88,3894.2,0
2025-10-06 09:00:00,3894.2,3898.34,3890.53,3893.75,0
2025-10-06 09:15:00,3893.75,3897.84,3893.12,3897.42,0
2025-10-06 09:30:00,3897.42,3897.81,3895.37,3897.43,0
2025-10-06 09:45:00,3897.49,3904.6,3897.48,3904.6,0
2025-10-06 10:00:00,3904.79,3922.65,3902.78,3915.88,0
2025-10-06 10:15:00,3915.88,3917.77,3913.89,3916.7,0
2025-10-06 10:30:00,3916.69,3917.88,3914.2,3917.52,0
2025-10-06 10:45:00,3917.52,3918.28,3913.95,3914.2,0
2025-10-06 11:00:00,3914.21,3914.21,3907.0,3909.77,0
2025-10-06 11:15:00,3909.78,3912.58,3906.36,3907.15,0
2025-10-06 11:30:00,3907.42,3912.3,3907.42,3912.3,0
2025-10-06 11:45:00,3912.3,3912.3,3907.39,3908.66,0
2025-10-06 12:00:00,3908.66,3915.25,3908.51,3914.08,0
2025-10-06 12:15:00,3914.09,3915.55,3911.0,3911.15,0
2025-10-06 12:30:00,3911.15,3917.53,3911.15,3917.51,0
2025-10-06 12:45:00,3917.5,3923.18,3917.05,3923.18,0
2025-10-06 13:00:00,3923.19,3930.79,3923.19,3930.78,0
2025-10-06 13:15:00,3930.78,3930.79,3927.02,3927.69,0
2025-10-06 13:30:00,3927.69,3928.17,3924.83,3928.0,0
2025-10-06 13:45:00,3927.99,3928.0,3926.03,3926.28,0
2025-10-06 14:00:00,3926.27,3931.93,3926.27,3929.15,0
2025-10-06 14:15:00,3929.15,3931.55,3928.53,3928.92,0
2025-10-06 14:30:00,3928.93,3936.03,3928.93,3936.03,0
2025-10-06 14:45:00,3936.03,3940.0,3935.62,3939.32,0
2025-10-06 15:00:00,3939.31,3940.0,3936.47,3936.47,0
2025-10-06 15:15:00,3936.46,3939.03,3935.0,3939.03,0
2025-10-06 15:30:00,3939.03,3945.23,3938.94,3945.01,0
2025-10-06 15:45:00,3945.01,3947.08,3942.73,3945.88,0
2025-10-06 16:00:00,3945.88,3951.0,3943.63,3948.32,0
2025-10-06 16:15:00,3948.29,3953.09,3940.6,3944.23,0
2025-10-06 16:30:00,3944.23,3944.23,3934.39,3936.67,0
2025-10-06 16:45:00,3936.84,3940.6,3936.01,3939.83,0
2025-10-06 17:00:00,3939.82,3939.82,3931.0,3932.98,0
2025-10-06 17:15:00,3932.99,3936.77,3932.3,3934.53,0
2025-10-06 17:30:00,3934.54,3935.61,3932.13,3934.11,0
2025-10-06 17:45:00,3934.12,3940.07,3934.12,3940.05,0
2025-10-06 18:00:00,3939.83,3943.01,3939.16,3942.05,0
2025-10-06 18:15:00,3942.04,3942.44,3937.15,3939.83,0
2025-10-06 18:30:00,3939.82,3943.57,3939.41,3941.08,0
2025-10-06 18:45:00,3941.07,3950.0,3940.61,3947.55,0
2025-10-06 19:00:00,3947.54,3956.03,3947.54,3955.0,0
2025-10-06 19:15:00,3955.0,3956.36,3949.03,3952.94,0
2025-10-06 19:30:00,3952.94,3952.94,3946.0,3948.22,0
2025-10-06 19:45:00,3948.22,3955.94,3947.27,3952.17,0
2025-10-06 20:00:00,3952.13,3953.49,3951.73,3952.2,0
2025-10-06 20:15:00,3952.2,3953.53,3949.4,3953.52,0
2025-10-06 20:30:00,3953.53,3954.18,3948.67,3948.99,0
2025-10-06 20:45:00,3948.98,3951.58,3947.15,3950.99,0
2025-10-06 21:00:00,3950.99,3952.0,3943.43,3948.49,0
2025-10-06 21:15:00,3948.29,3951.22,3947.22,3948.49,0
2025-10-06 21:30:00,3948.49,3955.52,3948.49,3955.42,0
2025-10-06 21:45:00,3955.41,3955.48,3951.21,3951.44,0
2025-10-06 22:00:00,3951.5,3951.51,3945.2,3946.23,0
2025-10-06 22:15:00,3946.24,3948.48,3943.74,3948.48,0
2025-10-06 22:30:00,3948.48,3949.56,3944.42,3945.34,0
2025-10-06 22:45:00,3945.34,3948.39,3942.0,3947.9,0
2025-10-06 23:00:00,3947.89,3947.89,3941.74,3947.8,0
2025-10-06 23:15:00,3947.81,3949.47,3939.11,3940.67,0
2025-10-06 23:30:00,3940.66,3941.2,3936.75,3939.73,0
2025-10-06 23:45:00,3939.73,3947.07,3939.73,3942.54,0
2025-10-07 00:00:00,3942.55,3945.73,3940.98,3942.75,0
2025-10-07 00:15:00,3943.05,3945.16,3942.22,3943.02,0
2025-10-07 00:30:00,3943.03,3952.47,3937.0,3952.25,0
2025-10-07 00:45:00,3952.25,3954.72,3950.31,3953.58,0
2025-10-07 01:00:00,3953.59,3957.0,3949.6,3956.59,0
2025-10-07 01:15:00,3956.6,3957.99,3954.42,3956.84,0
2025-10-07 01:30:00,3956.83,3968.01,3955.57,3967.26,0
2025-10-07 01:45:00,3967.27,3968.02,3964.06,3964.34,0
2025-10-07 02:00:00,3964.34,3966.56,3961.14,3964.4,0
2025-10-07 02:15:00,3964.4,3966.59,3959.56,3960.16,0
2025-10-07 02:30:00,3960.15,3966.93,3959.16,3966.93,0
2025-10-07 02:45:00,3966.92,3975.31,3965.21,3973.14,0
2025-10-07 03:00:00,3973.14,3979.0,3959.66,3959.66,0
2025-10-07 03:15:00,3959.66,3966.11,3959.26,3963.54,0
2025-10-07 03:30:00,3963.55,3967.08,3962.73,3963.49,0
2025-10-07 03:45:00,3963.86,3966.27,3963.19,3966.21,0
2025-10-07 04:00:00,3966.22,3970.78,3966.22,3969.54,0
2025-10-07 04:15:00,3969.54,3969.85,3964.92,3964.99,0
2025-10-07 04:30:00,3964.99,3968.28,3958.64,3967.87,0
2025-10-07 04:45:00,3967.88,3969.34,3966.98,3969.34,0
2025-10-07 05:00:00,3969.34,3970.99,3968.84,3969.69,0
2025-10-07 05:15:00,3969.7,3971.45,3969.69,3971.41,0
2025-10-07 05:30:00,3971.4,3971.4,3969.08,3970.05,0
2025-10-07 05:45:00,3970.05,3972.71,3970.01,3970.43,0
2025-10-07 06:00:00,3970.44,3975.98,3970.44,3974.62,0
2025-10-07 06:15:00,3974.61,3975.98,3972.86,3975.97,0
2025-10-07 06:30:00,3975.97,3976.35,3973.92,3973.93,0
2025-10-07 06:45:00,3973.92,3976.7,3970.74,3970.74,0
2025-10-07 07:00:00,3970.74,3972.76,3970.54,3970.71,0
2025-10-07 07:15:00,3970.72,3971.56,3969.05,3970.6,0
2025-10-07 07:30:00,3970.6,3970.6,3967.88,3969.32,0
2025-10-07 07:45:00,3969.33,3971.77,3969.33,3971.76,0
2025-10-07 08:00:00,3971.76,3972.45,3971.76,3972.45,0
2025-10-07 08:15:00,3972.45,3975.82,3972.45,3975.45,0
2025-10-07 08:30:00,3975.44,3977.24,3975.44,3976.67,0
2025-10-07 08:45:00,3976.67,3977.99,3976.67,3977.47,0
2025-10-07 09:00:00,3977.81,3981.96,3973.16,3981.31,0
2025-10-07 09:15:00,3981.32,3989.89,3981.19,3986.32,0
2025-10-07 09:30:00,3986.32,3986.32,3972.93,3974.47,0
2025-10-07 09:45:00,3974.47,3980.48,3972.19,3977.15,0
2025-10-07 10:00:00,3977.15,3978.07,3976.1,3977.38,0
2025-10-07 10:15:00,3977.38,3982.33,3977.38,3982.32,0
2025-10-07 10:30:00,3982.32,3984.74,3981.66,3984.64,0
2025-10-07 10:45:00,3984.64,3984.64,3981.12,3983.21,0
2025-10-07 11:00:00,3983.22,3985.87,3981.09,3985.8,0
2025-10-07 11:15:00,3985.79,3990.0,3985.79,3988.21,0
2025-10-07 11:30:00,3988.22,3990.0,3980.78,3981.38,0
2025-10-07 11:45:00,3981.35,3982.61,3977.0,3977.61,0
2025-10-07 12:00:00,3977.6,3977.6,3971.34,3976.38,0
2025-10-07 12:15:00,3976.38,3978.18,3974.26,3974.26,0
2025-10-07 12:30:00,3974.26,3974.86,3970.87,3973.54,0
2025-10-07 12:45:00,3973.71,3973.72,3966.67,3969.72,0
2025-10-07 13:00:00,3969.73,3973.66,3969.72,3972.55,0
2025-10-07 13:15:00,3972.55,3977.09,3972.55,3975.86,0
2025-10-07 13:30:00,3975.87,3979.02,3975.86,3977.97,0
2025-10-07 13:45:00,3977.97,3978.26,3975.61,3975.62,0
2025-10-07 14:00:00,3975.61,3978.04,3974.2,3977.71,0
2025-10-07 14:15:00,3977.71,3979.02,3971.66,3973.45,0
2025-10-07 14:30:00,3973.46,3982.98,3973.46,3982.98,0
2025-10-07 14:45:00,3982.98,3984.3,3981.75,3984.13,0
2025-10-07 15:00:00,3984.13,3984.62,3981.9,3983.88,0
2025-10-07 15:15:00,3983.88,3985.84,3982.26,3983.17,0
2025-10-07 15:30:00,3983.16,3984.7,3982.51,3983.97,0
2025-10-07 15:45:00,3983.97,3986.05,3983.54,3985.98,0
2025-10-07 16:00:00,3985.98,3986.17,3974.2,3977.18,0
2025-10-07 16:15:00,3977.19,3978.74,3974.04,3975.79,0
2025-10-07 16:30:00,3975.78,3978.34,3965.61,3973.35,0
2025-10-07 16:45:00,3973.35,3975.53,3970.83,3975.36,0
2025-10-07 17:00:00,3975.36,3975.36,3970.43,3973.87,0
2025-10-07 17:15:00,3973.88,3975.26,3971.28,3973.44,0
2025-10-07 17:30:00,3973.43,3973.44,3966.69,3967.61,0
2025-10-07 17:45:00,3967.61,3969.11,3965.0,3965.3,0
2025-10-07 18:00:00,3965.31,3966.34,3962.73,3962.73,0
2025-10-07 18:15:00,3962.69,3963.17,3955.39,3960.61,0
2025-10-07 18:30:00,3960.73,3967.04,3960.73,3962.4,0
2025-10-07 18:45:00,3962.39,3962.39,3956.54,3957.52,0
2025-10-07 19:00:00,3957.85,3959.77,3953.39,3959.06,0
2025-10-07 19:15:00,3959.05,3965.09,3957.31,3963.01,0
2025-10-07 19:30:00,3963.01,3966.96,3962.77,3965.1,0
2025-10-07 19:45:00,3965.09,3967.17,3962.1,3965.0,0
2025-10-07 20:00:00,3965.0,3971.8,3965.0,3971.8,0
2025-10-07 20:15:00,3971.79,3974.02,3970.0,3970.0,0
2025-10-07 20:30:00,3970.0,3976.01,3969.99,3973.93,0
2025-10-07 20:45:00,3973.93,3973.93,3967.0,3968.04,0
2025-10-07 21:00:00,3968.04,3970.98,3966.28,3970.03,0
2025-10-07 21:15:00,3970.03,3971.36,3969.36,3969.87,0
2025-10-07 21:30:00,3969.86,3971.98,3969.17,3970.69,0
2025-10-07 21:45:00,3970.69,3975.46,3970.0,3972.48,0
2025-10-07 22:00:00,3972.47,3974.39,3972.03,3974.39,0
2025-10-07 22:15:00,3974.38,3974.7,3969.16,3969.16,0
2025-10-07 22:30:00,3969.17,3975.99,3968.9,3975.99,0
2025-10-07 22:45:00,3975.99,3977.55,3973.99,3977.04,0
2025-10-07 23:00:00,3977.05,3986.47,3977.05,3983.47,0
2025-10-07 23:15:00,3983.46,3984.63,3977.26,3978.07,0
2025-10-07 23:30:00,3978.06,3985.68,3976.92,3985.67,0
2025-10-07 23:45:00,3985.68,3989.0,3982.05,3988.73,0
2025-10-08 00:00:00,3988.74,3990.0,3987.67,3989.98,0
2025-10-08 00:15:00,3989.98,3990.0,3985.8,3989.79,0
2025-10-08 00:30:00,3989.79,3989.79,3978.37,3980.73,0
2025-10-08 00:45:00,3980.72,3987.76,3979.27,3987.29,0
2025-10-08 01:00:00,3987.29,3988.05,3979.78,3981.83,0
2025-10-08 01:15:00,3981.83,3986.97,3978.44,3986.49,0
2025-10-08 01:30:00,3986.5,3993.3,3986.02,3989.65,0
2025-10-08 01:45:00,3989.65,3998.0,3989.13,3995.98,0
2025-10-08 02:00:00,3995.99,3998.0,3990.55,3996.98,0
2025-10-08 02:15:00,3996.98,4000.0,3995.1,3995.51,0
2025-10-08 02:30:00,3995.51,3997.4,3984.0,3984.18,0
2025-10-08 02:45:00,3984.17,3985.08,3981.72,3983.22,0
2025-10-08 03:00:00,3983.22,3992.72,3980.0,3980.99,0
2025-10-08 03:15:00,3980.98,3989.47,3980.0,3984.74,0
2025-10-08 03:30:00,3984.73,3995.34,3984.27,3990.89,0
2025-10-08 03:45:00,3991.08,3992.2,3986.88,3992.11,0
2025-10-08 04:00:00,3992.12,3998.59,3992.09,3997.11,0
2025-10-08 04:15:00,3997.1,3999.41,3995.91,3997.09,0
2025-10-08 04:30:00,3997.09,4000.0,3996.91,3999.79,0
2025-10-08 04:45:00,3999.79,4000.0,3995.27,3995.57,0
2025-10-08 05:00:00,3995.56,3996.11,3988.94,3996.11,0
2025-10-08 05:15:00,3996.19,3999.01,3993.27,3993.6,0
2025-10-08 05:30:00,3993.81,3996.3,3992.65,3996.23,0
2025-10-08 05:45:00,3996.22,3999.02,3995.1,3995.98,0
2025-10-08 06:00:00,3995.98,3998.27,3993.93,3994.39,0
2025-10-08 06:15:00,3994.26,3997.0,3994.26,3994.72,0
2025-10-08 06:30:00,3994.73,3996.4,3992.96,3995.11,0
2025-10-08 06:45:00,3995.11,3996.86,3993.95,3994.92,0
2025-10-08 07:00:00,3994.92,3996.05,3994.34,3995.55,0
2025-10-08 07:15:00,3995.56,3996.7,3992.98,3996.19,0
2025-10-08 07:30:00,3996.19,3996.29,3994.36,3994.36,0
2025-10-08 07:45:00,3994.36,3998.69,3994.36,3996.39,0
2025-10-08 08:00:00,3996.39,3999.51,3996.39,3998.72,0
2025-10-08 08:15:00,3998.73,3999.25,3997.13,3997.13,0
2025-10-08 08:30:00,3997.13,3998.32,3996.93,3997.57,0
2025-10-08 08:45:00,3997.3,3997.58,3997.07,3997.38,0
2025-10-08 09:00:00,3997.38,3999.25,3997.38,3999.24,0
2025-10-08 09:15:00,3999.25,4000.22,3999.24,4000.22,0
2025-10-08 09:30:00,4000.21,4000.48,4000.21,4000.47,0
2025-10-08 09:45:00,4000.49,4001.25,4000.49,4001.25,0
2025-10-08 10:00:00,4001.26,4003.93,4001.26,4003.92,0
2025-10-08 10:15:00,4003.93,4004.84,3999.65,4000.08,0
2025-10-08 10:30:00,4000.07,4002.36,3996.62,4000.76,0
2025-10-08 10:45:00,4000.76,4003.99,3998.52,4000.88,0
2025-10-08 11:00:00,4000.87,4008.13,4000.87,4005.86,0
2025-10-08 11:15:00,4005.86,4010.0,4004.53,4010.0,0
2025-10-08 11:30:00,4009.99,4010.0,4003.67,4008.59,0
2025-10-08 11:45:00,4008.59,4010.0,4007.0,4007.0,0
2025-10-08 12:00:00,4007.0,4007.01,3996.75,4001.75,0
2025-10-08 12:15:00,4001.75,4008.5,3999.46,4008.36,0
2025-10-08 12:30:00,4008.37,4010.0,4006.11,4007.72,0
2025-10-08 12:45:00,4007.73,4013.99,4007.73,4011.52,0
2025-10-08 13:00:00,4011.99,4013.54,4003.0,4010.85,0
2025-10-08 13:15:00,4010.86,4016.0,4009.99,4015.08,0
2025-10-08 13:30:00,4015.08,4017.59,4011.95,4013.51,0
2025-10-08 13:45:00,4013.51,4019.81,4011.99,4019.8,0
2025-10-08 14:00:00,4019.81,4022.32,4018.0,4021.4,0
2025-10-08 14:15:00,4021.29,4023.06,4015.0,4021.02,0
2025-10-08 14:30:00,4021.01,4022.11,4019.0,4022.11,0
2025-10-08 14:45:00,4022.11,4027.42,4020.79,4026.16,0
2025-10-08 15:00:00,4026.16,4031.65,4026.16,4031.65,0
2025-10-08 15:15:00,4031.64,4033.16,4028.99,4030.05,0
2025-10-08 15:30:00,4030.04,4031.7,4029.16,4031.49,0
2025-10-08 15:45:00,4031.5,4039.45,4030.05,4039.27,0
2025-10-08 16:00:00,4039.27,4040.9,4033.99,4035.99,0
2025-10-08 16:15:00,4035.99,4041.91,4034.0,4041.73,0
2025-10-08 16:30:00,4041.74,4047.37,4039.0,4040.17,0
2025-10-08 16:45:00,4040.16,4042.75,4037.69,4038.02,0
2025-10-08 17:00:00,4038.02,4041.43,4035.0,4037.54,0
2025-10-08 17:15:00,4037.54,4037.55,4032.61,4036.86,0
2025-10-08 17:30:00,4036.87,4042.83,4036.86,4040.0,0
2025-10-08 17:45:00,4039.99,4042.22,4037.05,4040.15,0
2025-10-08 18:00:00,4040.16,4047.35,4037.0,4046.02,0
2025-10-08 18:15:00,4046.01,4048.5,4043.37,4047.5,0
2025-10-08 18:30:00,4047.44,4048.98,4046.01,4048.19,0
2025-10-08 18:45:00,4048.18,4049.0,4044.02,4045.71,0
2025-10-08 19:00:00,4045.71,4050.0,4045.71,4047.46,0
2025-10-08 19:15:00,4047.45,4051.83,4046.72,4050.47,0
2025-10-08 19:30:00,4050.47,4052.54,4049.95,4050.8,0
2025-10-08 19:45:00,4050.8,4052.93,4048.44,4048.45,0
2025-10-08 20:00:00,4048.45,4049.99,4045.6,4047.61,0
2025-10-08 20:15:00,4047.61,4047.98,4045.57,4045.6,0
2025-10-08 20:30:00,4045.6,4051.39,4043.01,4051.38,0
2025-10-08 20:45:00,4051.38,4059.94,4051.38,4059.94,0
2025-10-08 21:00:00,4059.93,4059.99,4056.59,4057.52,0
2025-10-08 21:15:00,4057.52,4057.52,4049.79,4051.35,0
2025-10-08 21:30:00,4051.35,4053.19,4042.95,4047.82,0
2025-10-08 21:45:00,4047.82,4049.2,4047.54,4049.0,0
2025-10-08 22:00:00,4049.0,4049.6,4040.31,4047.54,0
2025-10-08 22:15:00,4047.53,4048.59,4045.53,4047.81,0
2025-10-08 22:30:00,4047.81,4050.87,4045.44,4049.14,0
2025-10-08 22:45:00,4049.14,4051.72,4048.34,4051.69,0
2025-10-08 23:00:00,4051.67,4059.43,4051.31,4057.66,0
2025-10-08 23:15:00,4057.66,4059.2,4049.81,4053.41,0
2025-10-08 23:30:00,4053.5,4054.25,4043.99,4047.69,0
2025-10-08 23:45:00,4047.69,4053.48,4047.68,4053.3,0
2025-10-09 00:00:00,4053.3,4059.43,4052.95,4058.8,0
2025-10-09 00:15:00,4058.79,4059.0,4053.39,4053.39,0
2025-10-09 00:30:00,4053.39,4053.59,4041.58,4043.54,0
2025-10-09 00:45:00,4043.54,4054.25,4042.01,4052.84,0
2025-10-09 01:00:00,4052.84,4059.5,4051.05,4057.19,0
2025-10-09 01:15:00,4057.19,4059.62,4053.36,4057.49,0
2025-10-09 01:30:00,4057.5,4059.94,4055.0,4056.79,0
2025-10-09 01:45:00,4056.79,4064.9,4056.33,4064.89,0
2025-10-09 02:00:00,4064.9,4066.0,4056.02,4056.85,0
2025-10-09 02:15:00,4056.86,4063.38,4055.83,4063.37,0
2025-10-09 02:30:00,4063.37,4063.45,4058.58,4060.02,0
2025-10-09 02:45:00,4060.02,4062.64,4058.24,4058.24,0
2025-10-09 03:00:00,4058.25,4069.08,4057.68,4068.43,0
2025-10-09 03:15:00,4068.43,4070.0,4065.5,4069.53,0
2025-10-09 03:30:00,4069.53,4079.48,4069.53,4074.19,0
2025-10-09 03:45:00,4074.28,4075.83,4067.01,4070.35,0
2025-10-09 04:00:00,4070.36,4073.5,4067.0,4069.23,0
2025-10-09 04:15:00,4069.23,4070.91,4061.72,4064.0,0
2025-10-09 04:30:00,4064.0,4065.21,4059.13,4063.57,0
2025-10-09 04:45:00,4063.58,4067.3,4062.91,4063.79,0
2025-10-09 05:00:00,4063.8,4066.47,4056.0,4056.08,0
2025-10-09 05:15:00,4056.07,4061.0,4051.34,4060.14,0
2025-10-09 05:30:00,4060.15,4061.03,4057.41,4058.95,0
2025-10-09 05:45:00,4058.94,4060.32,4058.67,4060.3,0
2025-10-09 06:00:00,4060.3,4066.44,4045.63,4052.97,0
2025-10-09 06:15:00,4052.97,4060.67,4050.0,4057.28,0
2025-10-09 06:30:00,4057.27,4057.28,4047.47,4049.23,0
2025-10-09 06:45:00,4049.24,4058.15,4049.24,4056.45,0
2025-10-09 07:00:00,4056.45,4057.31,4051.82,4054.14,0
2025-10-09 07:15:00,4054.14,4056.35,4053.31,4055.12,0
2025-10-09 07:30:00,4055.12,4055.68,4051.51,4054.26,0
2025-10-09 07:45:00,4054.26,4057.54,4051.52,4055.35,0
2025-10-09 08:00:00,4055.34,4058.05,4055.34,4058.05,0
2025-10-09 08:15:00,4058.05,4058.15,4056.75,4058.0,0
2025-10-09 08:30:00,4058.0,4058.32,4055.79,4057.89,0
2025-10-09 08:45:00,4058.26,4059.6,4056.92,4056.93,0
2025-10-09 09:00:00,4056.93,4057.44,4030.0,4042.25,0
2025-10-09 09:15:00,4042.24,4042.69,4036.24,4039.73,0
2025-10-09 09:30:00,4039.86,4043.32,4035.78,4038.15,0
2025-10-09 09:45:00,4038.34,4040.1,4036.52,4038.52,0
2025-10-09 10:00:00,4038.53,4041.97,4030.0,4039.12,0
2025-10-09 10:15:00,4039.13,4041.52,4032.1,4033.0,0
2025-10-09 10:30:00,4033.01,4038.01,4028.33,4029.33,0
2025-10-09 10:45:00,4029.34,4033.59,4021.0,4032.21,0
2025-10-09 11:00:00,4032.22,4038.92,4029.06,4038.84,0
2025-10-09 11:15:00,4038.84,4049.07,4038.33,4046.91,0
2025-10-09 11:30:00,4047.11,4048.05,4044.59,4047.0,0
2025-10-09 11:45:00,4047.0,4047.52,4040.79,4044.83,0
2025-10-09 12:00:00,4044.83,4045.53,4029.9,4039.97,0
2025-10-09 12:15:00,4039.97,4051.16,4039.97,4049.95,0
2025-10-09 12:30:00,4049.95,4055.96,4048.85,4052.9,0
2025-10-09 12:45:00,4052.9,4052.9,4041.0,4042.78,0
2025-10-09 13:00:00,4042.34,4042.35,4034.2,4036.58,0
2025-10-09 13:15:00,4036.59,4039.61,4028.0,4032.12,0
2025-10-09 13:30:00,4032.6,4035.6,4026.79,4034.08,0
2025-10-09 13:45:00,4034.08,4038.75,4033.63,4036.96,0
2025-10-09 14:00:00,4037.41,4042.73,4035.44,4039.21,0
2025-10-09 14:15:00,4039.2,4045.95,4039.2,4045.03,0
2025-10-09 14:30:00,4045.02,4051.07,4043.2,4048.65,0
2025-10-09 14:45:00,4048.64,4049.34,4044.58,4045.72,0
2025-10-09 15:00:00,4045.71,4052.36,4045.27,4052.04,0
2025-10-09 15:15:00,4052.05,4057.44,4051.25,4057.35,0
2025-10-09 15:30:00,4057.35,4059.84,4056.49,4057.44,0
2025-10-09 15:45:00,4057.45,4062.41,4056.08,4061.04,0
2025-10-09 16:00:00,4061.04,4061.04,4053.95,4056.78,0
2025-10-09 16:15:00,4056.78,4059.05,4050.0,4056.47,0
2025-10-09 16:30:00,4056.47,4061.17,4050.0,4057.95,0
2025-10-09 16:45:00,4057.95,4061.48,4050.85,4059.98,0
2025-10-09 17:00:00,4059.98,4061.46,4057.0,4057.83,0
2025-10-09 17:15:00,4057.83,4060.0,4054.73,4054.81,0
2025-10-09 17:30:00,4054.81,4057.99,4050.0,4052.05,0
2025-10-09 17:45:00,4052.04,4052.04,4044.4,4046.19,0
2025-10-09 18:00:00,4046.2,4052.18,4046.19,4047.87,0
2025-10-09 18:15:00,4047.87,4050.07,4044.0,4045.34,0
2025-10-09 18:30:00,4045.53,4046.59,4044.09,4045.97,0
2025-10-09 18:45:00,4045.96,4049.33,4045.6,4047.49,0
2025-10-09 19:00:00,4047.48,4051.99,4047.33,4050.97,0
2025-10-09 19:15:00,4050.98,4053.73,4049.52,4051.62,0
2025-10-09 19:30:00,4051.61,4055.62,4051.26,4054.44,0
2025-10-09 19:45:00,4054.43,4057.0,4054.15,4055.21,0
2025-10-09 20:00:00,4055.22,4057.34,4052.4,4054.38,0
